date,daytype,seconds,miles,tips,total,payment_type,speed
2/24/19,weekday,1198,4.89,3.35,20.1,Credit,14.694491
9/27/19,weekend,544,0.11,0,6.25,Cash,0.72794118
5/7/19,weekday,376,1.04,0,6.5,Cash,9.9574468
9/16/19,weekday,635,1.1,1,9,Credit,6.2362205
8/28/19,weekday,1740,1.1,9.85,58.6,Credit,2.2758621
7/22/19,weekday,2071,13.92,0,37.25,Cash,24.197006
12/3/19,weekday,840,3.1,2.65,15.4,Credit,13.285714
2/1/19,weekend,450,0.9,0,7.25,Cash,7.2
4/16/19,weekday,620,1.22,0,7.75,Cash,7.083871
9/20/19,weekend,1020,8.7,0,23.5,Cash,30.705882
5/16/19,weekday,400,0.8,2,9.5,Credit,7.2
8/7/19,weekday,535,1.62,0,10,Cash,10.900935
5/11/19,weekend,1090,3.17,3.38,16.88,Credit,10.469725
6/15/19,weekend,325,0.69,0,5.5,Cash,7.6430769
5/19/19,weekday,1320,1,9.15,54.4,Credit,2.7272727
10/25/19,weekend,427,1.54,0,7.25,Cash,12.983607
4/30/19,weekday,240,0.6,1,6,Credit,9
3/4/19,weekday,482,1.32,2,11.25,Credit,9.8589212
12/26/19,weekday,705,1.84,0,8.75,Cash,9.3957447
1/10/19,weekday,600,1.7,2,11.25,Credit,10.2
4/30/19,weekday,1500,17.8,0,48.5,Cash,42.72
7/20/19,weekend,655,1.2,0,7.5,Cash,6.5954198
5/8/19,weekday,420,1,2,8.5,Credit,8.5714286
2/1/19,weekend,1620,8,10,39.25,Credit,17.777778
2/22/19,weekend,180,0.4,0,4.25,Cash,8
8/27/19,weekday,924,2.13,0,11,Cash,8.2987013
6/3/19,weekday,780,3.9,2.75,16,Credit,18
1/1/19,weekday,1140,3.3,15,29.25,Credit,10.421053
1/26/19,weekend,420,0.8,3.25,10.5,Credit,6.8571429
9/17/19,weekday,489,0.78,3,10.75,Credit,5.7423313
2/12/19,weekday,540,1.3,2,10.25,Credit,8.6666667
11/19/19,weekday,1500,0.9,8.3,49.55,Credit,2.16
10/18/19,weekend,2940,17.7,0,54,Cash,21.673469
9/16/19,weekday,152,0.39,0,4.25,Cash,9.2368421
11/12/19,weekday,660,1.1,3,13.25,Credit,6
8/12/19,weekday,254,0.58,0,5,Cash,8.2204724
6/11/19,weekday,480,0.7,0,6.5,Cash,5.25
2/1/19,weekend,1920,3.6,4.05,20.3,Credit,6.75
1/8/19,weekday,2640,17.7,9.5,57,Credit,24.136364
10/20/19,weekday,1809,16.59,11.62,58.12,Credit,33.014925
4/25/19,weekday,720,7.59,5.25,26.25,Credit,37.95
6/7/19,weekend,175,0.45,0,4.25,Cash,9.2571429
2/12/19,weekday,1101,3.54,0,13.25,Cash,11.574932
5/28/19,weekday,360,0.8,0,7.5,Cash,8
5/30/19,weekday,780,2.3,0,10.25,Cash,10.615385
3/16/19,weekend,462,1.5,0,8.75,Cash,11.688312
10/4/19,weekend,960,4.4,3.05,17.8,Credit,16.5
4/30/19,weekday,383,0.72,0,5.5,Cash,6.767624
4/21/19,weekday,325,0.72,2,9.25,Credit,7.9753846
12/17/19,weekday,1590,8.47,0,23.75,Credit,19.177358
9/12/19,weekday,588,0.9,0,7,Cash,5.5102041
6/21/19,weekend,420,0.8,0,7,Cash,6.8571429
9/23/19,weekday,240,1.27,3,9.75,Credit,19.05
2/18/19,weekday,407,3.34,3.05,18.3,Credit,29.542998
6/14/19,weekend,733,1.72,1.25,10.25,Credit,8.4474761
8/2/19,weekend,1114,3.8,0,13.5,Cash,12.280072
4/10/19,weekday,2725,30.01,17.36,133.11,Credit,39.646239
10/26/19,weekend,480,0.9,0,7.5,Cash,6.75
2/4/19,weekday,2340,11,0,31.5,Cash,16.923077
6/9/19,weekday,3049,15.38,0,46.75,Cash,18.159397
6/10/19,weekday,2172,18.41,10.15,60.9,Credit,30.513812
1/23/19,weekday,471,0.99,2,9.25,Credit,7.566879
2/20/19,weekday,1260,10.5,8.05,40.3,Credit,30
9/17/19,weekday,520,1,3,9.75,Credit,6.9230769
5/25/19,weekend,120,0.4,0,5.25,Cash,12
1/18/19,weekend,540,0.7,0,5.5,Cash,4.6666667
6/4/19,weekday,386,1.15,1.2,8.45,Credit,10.725389
1/21/19,weekday,587,1.77,0,8.5,Cash,10.855196
8/14/19,weekday,1320,17.2,8.45,50.2,Credit,46.909091
12/20/19,weekend,523,0.6,0,6,Cash,4.1300191
8/2/19,weekend,360,1,2,8.5,Credit,10
9/21/19,weekend,300,1,3,12,Credit,12
10/15/19,weekday,392,0.88,2,8.75,Credit,8.0816327
6/5/19,weekday,343,1.05,1,7.5,Credit,11.020408
4/6/19,weekend,240,0.9,0,5.5,Cash,13.5
9/5/19,weekday,3120,16,0,46.5,Cash,18.461538
3/29/19,weekend,480,0.6,2,8.25,Credit,4.5
4/22/19,weekday,337,0.37,0,5,Cash,3.9525223
8/24/19,weekend,111,0.23,0,3.75,Cash,7.4594595
4/11/19,weekday,1009,3.08,2,15.25,Credit,10.989098
6/12/19,weekday,416,1,0,6.5,Cash,8.6538462
9/1/19,weekday,1879,3.85,0,17.75,Cash,7.376264
12/10/19,weekday,484,1.8,2,11.75,Credit,13.38843
6/18/19,weekday,540,1.7,3,11,Credit,11.333333
3/7/19,weekday,266,0.59,0,5,Cash,7.9849624
11/15/19,weekend,286,0.81,2,9.5,Credit,10.195804
7/5/19,weekend,211,0.65,2,7.5,Credit,11.090047
8/21/19,weekday,2107,14.45,8.5,51,Credit,24.689131
8/11/19,weekday,284,0.67,2,8.5,Credit,8.4929577
8/18/19,weekday,1740,15.7,0,44.5,Credit,32.482759
6/14/19,weekend,480,1,2,8.5,Credit,7.5
3/14/19,weekday,725,2.8,2.2,13.2,Credit,13.903448
11/7/19,weekday,1260,1,9.2,54.7,Credit,2.8571429
3/4/19,weekday,600,1.5,3,11,Credit,9
8/1/19,weekday,462,0.93,0,7,Cash,7.2467532
7/31/19,weekday,480,1.9,1.7,10.2,Credit,14.25
12/3/19,weekday,660,1.8,0,9,Cash,9.8181818
3/12/19,weekday,3095,16.65,0,47,Cash,19.366721
6/14/19,weekend,1376,4.9,0,16.5,Cash,12.819767
1/1/19,weekday,444,0.9,0,6.25,Cash,7.2972973
1/3/19,weekday,300,0.6,1,7.25,Credit,7.2
7/10/19,weekday,420,1.2,1.69,8.44,Credit,10.285714
10/29/19,weekday,1500,11.5,5,35.75,Credit,27.6
3/15/19,weekend,389,1.7,0,7.25,Cash,15.732648
7/24/19,weekday,1166,8.9,8.75,52.5,Credit,27.478559
10/23/19,weekday,1020,0.1,2.45,14.2,Credit,0.35294118
10/3/19,weekday,305,1.55,2,11.5,Credit,18.295082
10/13/19,weekday,2580,17.5,0,43.75,Cash,24.418605
4/8/19,weekday,158,1.57,0,9.75,Cash,35.772152
9/30/19,weekday,540,1.9,0,8.75,Cash,12.666667
1/28/19,weekday,780,4.2,2,16.25,Credit,19.384615
2/28/19,weekday,1455,22.15,16.45,98.7,Credit,54.804124
9/9/19,weekday,1980,0.8,0,36.75,Cash,1.4545455
3/7/19,weekday,720,0.1,0,11,Cash,0.5
4/9/19,weekday,300,0.9,2,7.75,Credit,10.8
11/10/19,weekday,840,0.1,0,10.5,Cash,0.42857143
1/7/19,weekday,120,0.3,0,4,Cash,9
6/12/19,weekday,900,2.7,2,13.25,Credit,10.8
12/18/19,weekday,1943,15.04,4,48,Credit,27.866186
2/27/19,weekday,149,0.31,0,5.75,Cash,7.4899329
1/2/19,weekday,1510,11.7,4,40.75,Credit,27.89404
7/1/19,weekday,300,0.5,0,5,Cash,6
6/20/19,weekday,120,0.5,2,6.25,Credit,15
1/8/19,weekday,543,1.4,2,9.75,Credit,9.281768
12/27/19,weekend,300,1,0,6,Cash,12
11/18/19,weekday,1027,8.22,0,27.25,Cash,28.814021
3/22/19,weekend,854,3.79,2,15.5,Credit,15.976581
3/20/19,weekday,2230,18.7,9.3,55.8,Credit,30.188341
3/4/19,weekday,420,1.1,0,6.5,Cash,9.4285714
8/19/19,weekday,518,1.21,0.5,9.25,Credit,8.4092664
7/15/19,weekday,900,3.3,0,12,Cash,13.2
8/12/19,weekday,540,1.2,2,9.25,Credit,8
2/8/19,weekend,660,1.2,2,9.75,Credit,6.5454545
10/2/19,weekday,442,1.03,0,6.5,Cash,8.3891403
4/15/19,weekday,706,1.35,2,10.25,Credit,6.8838527
7/15/19,weekday,840,1.7,0,9.75,Cash,7.2857143
10/9/19,weekday,240,1.4,2,7.5,Credit,21
4/17/19,weekday,353,0.78,0,5.25,Cash,7.9546742
8/26/19,weekday,240,0.6,1,6,Credit,9
5/17/19,weekend,2181,12.44,11.7,50.7,Credit,20.5337
12/12/19,weekday,2220,0.9,0,46.75,Cash,1.4594595
7/31/19,weekday,720,0.2,2.9,16.9,Credit,1
7/2/19,weekday,545,2.7,2,13.5,Credit,17.834862
6/27/19,weekday,300,0.7,0,5.25,Credit,8.4
12/31/19,weekday,667,1.48,0,8,Cash,7.988006
11/14/19,weekday,1080,1.47,3,13.5,Credit,4.9
3/7/19,weekday,401,0.8,0,5.75,Cash,7.1820449
11/25/19,weekday,480,0.9,1.63,8.13,Credit,6.75
10/18/19,weekend,2126,18.69,10,60,Credit,31.648166
1/16/19,weekday,843,1.25,0,8.5,Cash,5.3380783
6/12/19,weekday,693,1.37,2,11,Credit,7.1168831
11/18/19,weekday,656,1.81,3,12.25,Credit,9.9329268
3/14/19,weekday,180,0.3,0,4.5,Cash,6
2/28/19,weekday,458,1.3,3,10,Credit,10.218341
6/17/19,weekday,1860,24.6,0,97,Cash,47.612903
1/28/19,weekday,600,1.6,3,11,Credit,9.6
4/26/19,weekend,1021,2.6,2.35,14.1,Credit,9.1674829
1/4/19,weekend,240,1.5,0,7.75,Cash,22.5
6/9/19,weekday,691,2.1,2,11.75,Credit,10.940666
12/18/19,weekday,219,0.59,0,4.75,Cash,9.6986301
5/20/19,weekday,497,1.51,2,10.25,Credit,10.937626
11/18/19,weekday,420,1.2,0,7,Cash,10.285714
5/23/19,weekday,5323,27.2,0,73.5,Cash,18.395642
9/26/19,weekday,3146,17.06,12.06,60.31,Credit,19.521933
10/17/19,weekday,1258,1.33,0,10.75,Cash,3.8060413
2/4/19,weekday,826,3.73,0,13,Cash,16.256659
1/16/19,weekday,703,5.58,0,16.25,Cash,28.57468
2/23/19,weekend,920,3,0,11,Cash,11.73913
11/1/19,weekend,1560,12.7,0,37.25,Cash,29.307692
4/25/19,weekday,360,3,2,12,Credit,30
8/16/19,weekend,225,0.5,0,5.5,Cash,8
2/22/19,weekend,517,1.6,0,8.5,Cash,11.141199
4/2/19,weekday,255,0.52,0,4.75,Cash,7.3411765
1/4/19,weekend,360,1.2,2,9.75,Credit,12
5/20/19,weekday,287,0.49,2,7.75,Credit,6.1463415
4/26/19,weekend,120,0.1,0,4,Cash,3
11/26/19,weekday,1381,13.95,7.9,47.4,Credit,36.364953
9/4/19,weekday,446,1.29,0,7,Cash,10.412556
7/22/19,weekday,615,5.41,0,16.25,Credit,31.668293
2/3/19,weekday,420,1.2,0,6.75,Cash,10.285714
7/10/19,weekday,240,1,1,6.75,Credit,15
1/13/19,weekday,1500,2.2,0,14.25,Cash,5.28
9/20/19,weekend,1680,0.3,4,24.5,Credit,0.64285714
8/17/19,weekend,215,0.38,0,5.25,Cash,6.3627907
12/4/19,weekday,666,0.8,0,7.25,Cash,4.3243243
5/1/19,weekday,452,1.11,0,6.75,Cash,8.840708
8/22/19,weekday,2520,25.4,0,66.75,Cash,36.285714
7/6/19,weekend,909,5.16,0,16.75,Cash,20.435644
9/11/19,weekday,3180,17.5,9.8,58.3,Credit,19.811321
9/4/19,weekday,824,1.54,3,12.5,Credit,6.7281553
10/27/19,weekday,660,2.8,0,11.5,Cash,15.272727
9/27/19,weekend,480,0.1,0,7.5,Cash,0.75
9/10/19,weekday,323,0.84,0,5.5,Cash,9.3622291
4/11/19,weekday,645,0.6,1,8.25,Credit,3.3488372
6/29/19,weekend,693,1,0,7.75,Cash,5.1948052
11/19/19,weekday,343,0.88,2,8.5,Credit,9.2361516
5/17/19,weekend,480,0.9,0,6.5,Cash,6.75
12/21/19,weekend,291,0.5,3,10,Credit,6.185567
9/13/19,weekend,175,0.6,0,4.75,Cash,12.342857
1/17/19,weekday,593,1.6,2,11,Credit,9.7133221
9/3/19,weekday,480,1,2,8.75,Credit,7.5
7/16/19,weekday,480,0.8,1,7.5,Credit,6
4/2/19,weekday,2700,17.7,0,44.75,Cash,23.6
6/23/19,weekday,1517,8.9,5.9,35.4,Credit,21.120633
6/30/19,weekday,360,0.75,0,5.5,Cash,7.5
1/27/19,weekday,300,0.9,2,8.5,Credit,10.8
3/4/19,weekday,2122,23.25,10,75,Credit,39.443921
11/18/19,weekday,446,1.4,0,7.25,Cash,11.300448
11/6/19,weekday,540,1,0,7.25,Cash,6.6666667
2/24/19,weekday,381,2,2,11,Credit,18.897638
10/13/19,weekday,2270,16.61,9.35,56.1,Credit,26.34185
1/10/19,weekday,712,1.37,1,10,Credit,6.9269663
1/19/19,weekend,108,0.47,0,5.25,Cash,15.666667
8/24/19,weekend,764,2.79,0,10.75,Cash,13.146597
1/19/19,weekend,180,0.7,0,5.75,Cash,14
6/30/19,weekday,475,4.87,6,24.75,Credit,36.909474
3/23/19,weekend,483,1.04,0,6.75,Cash,7.7515528
7/1/19,weekday,360,0.9,3,9.25,Credit,9
11/12/19,weekday,1657,17.8,9.15,54.9,Credit,38.672299
7/4/19,weekday,240,0.5,2,8.75,Credit,7.5
10/8/19,weekday,360,0.8,2,8,Credit,8
4/10/19,weekday,1320,3.7,0,14.75,Cash,10.090909
4/24/19,weekday,174,0.67,4,9.25,Credit,13.862069
8/15/19,weekday,480,3.19,0,10.75,Cash,23.925
10/3/19,weekday,3600,17.6,15,65.5,Credit,17.6
8/15/19,weekday,354,1.15,0,7.25,Cash,11.694915
10/4/19,weekend,534,0.89,2,9,Credit,6
7/20/19,weekend,10509,10.84,0,36,Cash,3.7133885
3/15/19,weekend,180,0.4,0,4.5,Cash,8
7/25/19,weekday,720,3.7,3.4,19.9,Credit,18.5
11/30/19,weekend,716,3,5,16.5,Credit,15.083799
9/10/19,weekday,540,3.7,0,12.5,Cash,24.666667
10/22/19,weekday,211,0.72,0,5.25,Cash,12.28436
11/7/19,weekday,180,0.4,2,6.25,Credit,8
3/16/19,weekend,2463,24.39,0,63.25,Cash,35.649208
6/21/19,weekend,240,0.9,2,7.5,Credit,13.5
11/15/19,weekend,1020,4,3.1,18.1,Credit,14.117647
2/7/19,weekday,1038,3.82,4.5,19.5,Credit,13.248555
6/19/19,weekday,960,0.1,3.05,14.8,Credit,0.375
11/1/19,weekend,600,1.4,0,7.75,Cash,8.4
7/24/19,weekday,369,0.49,0,5.25,Cash,4.7804878
1/9/19,weekday,341,0.92,0,6,Cash,9.71261
6/7/19,weekend,1260,0.2,3.45,20.2,Credit,0.57142857
12/12/19,weekday,974,3.96,2.95,17.7,Credit,14.63655
10/9/19,weekday,1140,7.9,0,22.5,Cash,24.947368
2/17/19,weekday,240,0.6,0,6.75,Cash,9
3/28/19,weekday,3180,13.9,0,44,Cash,15.735849
5/28/19,weekday,1109,2.21,0,11.5,Cash,7.1740307
10/1/19,weekday,566,1.25,0,7.5,Cash,7.95053
2/15/19,weekend,637,1.62,3,13.25,Credit,9.155416
10/25/19,weekend,300,0.4,0,5.25,Cash,4.8
8/7/19,weekday,840,6.4,0,19.5,Cash,27.428571
6/21/19,weekend,786,1.65,2,12.5,Credit,7.5572519
9/26/19,weekday,1890,13.72,0,45,Cash,26.133333
6/15/19,weekend,721,1.6,0,8.25,Cash,7.9889043
7/4/19,weekday,1500,34.4,4,47.25,Credit,82.56
12/3/19,weekday,300,0.9,3,9.75,Credit,10.8
10/15/19,weekday,240,0.7,2,7.5,Credit,10.5
6/10/19,weekday,465,0.9,0,7,Credit,6.9677419
3/11/19,weekday,1320,21.5,0,96.5,Credit,58.636364
3/6/19,weekday,382,0.58,1,8,Credit,5.4659686
5/6/19,weekday,180,0.6,1,7,Credit,12
1/7/19,weekday,432,1.3,0,6.75,Cash,10.833333
1/12/19,weekend,1993,6.9,0,21.75,Credit,12.463623
6/24/19,weekday,660,1.4,1.65,9.9,Credit,7.6363636
9/6/19,weekend,900,2,0,10.5,Cash,8
8/15/19,weekday,360,1.4,2,9,Credit,14
4/24/19,weekday,420,1.3,1.75,9.5,Credit,11.142857
12/3/19,weekday,4096,7.57,0,40.25,Cash,6.6533203
1/8/19,weekday,1782,23.5,10,71.75,Credit,47.474747
7/27/19,weekend,1200,0.2,3.05,17.8,Credit,0.6
2/25/19,weekday,480,1.2,3,11.25,Credit,9
7/29/19,weekday,287,0.47,2,7.75,Credit,5.8954704
4/23/19,weekday,985,5.96,3.6,21.6,Credit,21.782741
10/3/19,weekday,600,4.27,2,15.75,Credit,25.62
12/26/19,weekday,740,1.72,0,8.75,Cash,8.3675676
11/12/19,weekday,395,0.92,2,9,Credit,8.3848101
1/27/19,weekday,960,11,6,34.25,Credit,41.25
7/10/19,weekday,540,1.5,0,7.75,Cash,10
6/15/19,weekend,479,0.71,0,6.25,Cash,5.3361169
6/18/19,weekday,300,0.6,0,5,Cash,7.2
8/30/19,weekend,420,1.16,0,8.25,Cash,9.9428571
2/21/19,weekday,360,0.9,0,6,Cash,9
3/1/19,weekend,397,1.21,0,7,Cash,10.972292
8/6/19,weekday,600,0.1,4,12,Credit,0.6
8/29/19,weekday,1596,17.54,0,43.75,Cash,39.56391
2/8/19,weekend,360,1.5,0,7.25,Cash,15
4/13/19,weekend,358,0.81,0,5.75,Cash,8.1452514
8/24/19,weekend,572,2.3,4,14.5,Credit,14.475524
4/5/19,weekend,1860,17.4,0,44.75,Cash,33.677419
4/30/19,weekday,960,8.6,6.8,29.55,Credit,32.25
10/15/19,weekday,531,1.6,0,8.5,Credit,10.847458
10/23/19,weekday,1080,1.6,4,15.75,Credit,5.3333333
4/9/19,weekday,333,0.66,0,5.5,Cash,7.1351351
11/7/19,weekday,1140,0.1,0,11.5,Cash,0.31578947
12/28/19,weekend,373,0.81,0,6,Cash,7.8176944
4/23/19,weekday,3052,18.8,0,47.5,Cash,22.175623
10/2/19,weekday,921,2.4,0,10.75,Cash,9.3811075
2/18/19,weekday,240,0.9,1.5,7,Credit,13.5
1/29/19,weekday,1260,1.1,2,13,Credit,3.1428571
1/1/19,weekday,1132,2.8,0,12.5,Cash,8.9045936
12/8/19,weekday,848,1.5,0,9.5,Cash,6.3679245
4/26/19,weekend,4648,21.21,11.75,70.5,Credit,16.427711
6/26/19,weekday,1852,19.9,16.15,96.9,Credit,38.682505
12/6/19,weekend,615,2.1,2,11.5,Credit,12.292683
2/28/19,weekday,254,0.65,0,5.25,Cash,9.2125984
2/8/19,weekend,600,0.1,5,14.25,Credit,0.6
11/11/19,weekday,300,1.1,2,8.25,Credit,13.2
9/21/19,weekend,748,4.48,3.1,18.6,Credit,21.561497
11/9/19,weekend,540,1.7,0,8,Cash,11.333333
7/14/19,weekday,1708,3.33,0,18,Cash,7.0187354
6/23/19,weekday,479,1.64,0,7.5,Cash,12.325678
8/27/19,weekday,540,1.77,0,8,Cash,11.8
1/8/19,weekday,340,1.41,0,6.75,Cash,14.929412
7/20/19,weekend,331,0.75,0,5.75,Cash,8.1570997
8/8/19,weekday,439,1.37,0,7.25,Cash,11.234624
11/5/19,weekday,120,0.4,0,4.25,Cash,12
4/30/19,weekday,300,1,0,6,Cash,12
7/11/19,weekday,438,1.1,0,6.75,Cash,9.0410959
1/28/19,weekday,660,3.4,3.1,15.6,Credit,18.545455
10/1/19,weekday,340,1.29,2,9.25,Credit,13.658824
2/8/19,weekend,415,1.16,2,9.25,Credit,10.062651
12/2/19,weekday,780,0.1,2.25,13,Credit,0.46153846
10/14/19,weekday,900,1.2,3,12,Credit,4.8
3/18/19,weekday,314,0.78,0,5.5,Cash,8.9426752
1/8/19,weekday,1560,0.3,4,23,Credit,0.69230769
8/29/19,weekday,727,2,0,8.75,Cash,9.9037139
2/15/19,weekend,3247,20.31,0,55.5,Cash,22.518017
7/11/19,weekday,585,1.6,0,8,Cash,9.8461538
4/8/19,weekday,960,0.5,6.75,29.25,Credit,1.875
3/4/19,weekday,930,1.87,2,12.5,Credit,7.2387097
6/1/19,weekend,687,2.1,0,11.25,Cash,11.004367
5/4/19,weekend,420,1.4,0,8.75,Cash,12
6/14/19,weekend,985,1.65,0,11.25,Cash,6.0304569
6/1/19,weekend,2580,20.9,14.05,70.3,Credit,29.162791
10/30/19,weekday,600,1.6,2,10,Credit,9.6
6/14/19,weekend,2880,12,7.65,45.4,Credit,15
7/1/19,weekday,420,1,0,7,Cash,8.5714286
8/11/19,weekday,1560,13.3,0,36,Cash,30.692308
10/18/19,weekend,1661,6.7,4.4,26.4,Credit,14.521373
10/6/19,weekday,780,0.3,0,15.5,Cash,1.3846154
10/23/19,weekday,469,0.94,0,6.75,Cash,7.2153518
9/13/19,weekend,300,0.5,0,5,Cash,6
12/24/19,weekday,1092,14.59,15.06,75.31,Credit,48.098901
5/21/19,weekday,513,1.42,0,8.5,Cash,9.9649123
10/18/19,weekend,2183,16.94,8.5,51,Credit,27.935868
7/26/19,weekend,620,1.27,8,16.5,Credit,7.3741935
12/4/19,weekday,342,0.69,2,8,Credit,7.2631579
1/23/19,weekday,731,1.74,0,8.75,Cash,8.5690834
12/10/19,weekday,451,0.93,1,7.75,Credit,7.4235033
9/7/19,weekend,289,2.08,2,12.5,Credit,25.910035
9/28/19,weekend,315,1.15,0,6,Cash,13.142857
9/11/19,weekday,240,0.7,2,9.25,Credit,10.5
11/26/19,weekday,870,2.7,0,10.75,Cash,11.172414
3/19/19,weekday,424,0.85,3,9.75,Credit,7.2169811
4/18/19,weekday,91,0.31,2,6.5,Credit,12.263736
3/14/19,weekday,1326,6.17,4,24,Credit,16.751131
10/10/19,weekday,1696,18.11,0,50.5,Credit,38.441038
11/30/19,weekend,240,0.56,0,4.75,Cash,8.4
2/27/19,weekday,310,1.17,0,6.25,Cash,13.587097
9/25/19,weekday,1560,9.6,0,31.5,Cash,22.153846
12/17/19,weekday,1654,8.18,0,23.5,Cash,17.804111
2/8/19,weekend,2580,14.6,8.45,50.7,Credit,20.372093
10/10/19,weekday,3960,14.5,6,51.5,Credit,13.181818
4/12/19,weekend,681,1.75,0,9,Cash,9.2511013
8/5/19,weekday,1001,1.9,0,10.75,Cash,6.8331668
4/20/19,weekend,2460,14.1,0,43.25,Cash,20.634146
12/17/19,weekday,1226,2.8,3.98,17.23,Credit,8.2218597
4/8/19,weekday,2374,17.5,8.95,53.7,Credit,26.537489
7/30/19,weekday,434,0.63,0,5.75,Cash,5.2258065
5/30/19,weekday,728,1.48,0,9.25,Cash,7.3186813
8/2/19,weekend,840,3.7,0,12.75,Cash,15.857143
7/18/19,weekday,729,4.37,0,14.25,Cash,21.580247
3/16/19,weekend,1307,5.3,4,24,Credit,14.598317
6/14/19,weekend,360,0.9,2,9.25,Credit,9
2/27/19,weekday,2565,17.6,12.38,61.88,Credit,24.701754
11/6/19,weekday,600,0.1,3,11.25,Credit,0.6
2/1/19,weekend,420,0.8,1.5,7.5,Credit,6.8571429
7/11/19,weekday,1560,15.8,10.9,54.65,Credit,36.461538
8/17/19,weekend,1168,5.36,0,18,Cash,16.520548
10/5/19,weekend,769,5.9,2,23.25,Credit,27.620286
4/22/19,weekday,400,1.15,1,8.25,Credit,10.35
1/6/19,weekday,420,3.4,0,12,Cash,29.142857
1/3/19,weekday,180,0.5,0,4.25,Cash,10
10/11/19,weekend,3840,16.2,8.55,51.05,Credit,15.1875
3/1/19,weekend,565,1.08,0,7.25,Cash,6.8814159
8/23/19,weekend,1200,0.5,0,25.25,Cash,1.5
7/15/19,weekday,496,0.89,0,7.25,Cash,6.4596774
12/6/19,weekend,420,0.8,0,6.75,Cash,6.8571429
3/14/19,weekday,1291,2.69,0,12.75,Cash,7.5011619
12/11/19,weekday,417,1.08,2,9,Credit,9.323741
2/28/19,weekday,900,0.2,2.8,16.8,Credit,0.8
4/8/19,weekday,1140,3,2.55,15.3,Credit,9.4736842
8/20/19,weekday,1369,6.15,4,24,Credit,16.172389
10/14/19,weekday,311,0.81,2,8.25,Credit,9.3762058
11/2/19,weekend,1906,16.07,9.05,54.3,Credit,30.352571
11/15/19,weekend,180,0.3,2,6.75,Credit,6
5/24/19,weekend,720,7.1,0,19.25,Cash,35.5
8/29/19,weekday,1830,9.08,2,27.5,Credit,17.862295
9/29/19,weekday,2651,17.84,15,64.25,Credit,24.22633
5/7/19,weekday,180,0.4,4,8.5,Credit,8
6/19/19,weekday,300,0.7,0,5.5,Cash,8.4
8/5/19,weekday,1192,4.1,0,16.25,Cash,12.38255
1/27/19,weekday,540,1.9,0,8.5,Cash,12.666667
11/1/19,weekend,379,1.02,0,6.25,Cash,9.6886544
8/24/19,weekend,1228,12.64,11.55,69.3,Credit,37.055375
12/17/19,weekday,832,1.56,0,11,Cash,6.75
4/15/19,weekday,2584,22.83,0,62.5,Cash,31.806502
11/20/19,weekday,840,3.1,2.5,14.5,Credit,13.285714
11/12/19,weekday,420,1.3,0,7.25,Cash,11.142857
9/14/19,weekend,1980,16.8,0,45,Cash,30.545455
11/14/19,weekday,480,0.9,0,6.5,Cash,6.75
8/15/19,weekday,1200,0.2,2.9,16.9,Credit,0.6
5/4/19,weekend,1080,0.3,0,16.75,Cash,1
2/20/19,weekday,1126,7.1,4.1,24.6,Credit,22.699822
12/31/19,weekday,749,1.94,1,11,Credit,9.3244326
8/11/19,weekday,396,1.3,1,8.25,Credit,11.818182
12/23/19,weekday,923,9,0,23.75,Cash,35.102925
12/5/19,weekday,557,1.4,0,7.25,Cash,9.048474
7/24/19,weekday,451,1,0,7.5,Cash,7.9822616
10/17/19,weekday,1348,4.8,0,16,Cash,12.818991
11/13/19,weekday,892,2.45,0,13.75,Cash,9.8878924
4/10/19,weekday,3534,18.87,14.5,72.5,Credit,19.222411
5/15/19,weekday,2066,16.8,5,51.75,Credit,29.273959
5/6/19,weekday,686,2.22,0,10.75,Cash,11.650146
12/2/19,weekday,1440,3.2,0,16.5,Cash,8
10/15/19,weekday,1355,7.5,4.55,27.3,Credit,19.926199
10/8/19,weekday,343,0.99,0,6,Cash,10.390671
4/7/19,weekday,1636,23.22,21.22,91.97,Credit,51.095355
3/26/19,weekday,1020,15.5,0,42,Cash,54.705882
8/22/19,weekday,304,0.94,2,8.25,Credit,11.131579
7/24/19,weekday,4792,22.2,16.75,83.75,Credit,16.677796
4/22/19,weekday,1935,19.39,10.6,63.6,Credit,36.074419
3/19/19,weekday,297,0.59,0,5.25,Cash,7.1515152
12/15/19,weekday,882,3.83,2.8,16.8,Credit,15.632653
7/26/19,weekend,563,0.6,0,6.5,Cash,3.8365897
11/20/19,weekday,1200,17.4,0,44.25,Cash,52.2
6/21/19,weekend,1320,3,0,13.5,Cash,8.1818182
3/11/19,weekday,360,0.8,0,6.25,Credit,8
6/12/19,weekday,354,0.86,0,6,Cash,8.7457627
5/2/19,weekday,797,1.59,0,9.75,Cash,7.1819322
12/19/19,weekday,723,4.67,0,15.5,Cash,23.253112
5/16/19,weekday,720,1.6,2,10.25,Credit,8
1/10/19,weekday,322,0.8,1,7.25,Credit,8.9440994
11/21/19,weekday,3060,0.5,0,30.25,Cash,0.58823529
5/13/19,weekday,2280,0.3,0,27.5,Cash,0.47368421
9/3/19,weekday,615,1.5,1,10.25,Credit,8.7804878
12/9/19,weekday,2580,1,9.55,56.8,Credit,1.3953488
8/7/19,weekday,300,0.8,0,6.5,Cash,9.6
3/21/19,weekday,140,0.6,0,4.5,Cash,15.428571
11/24/19,weekday,420,1.1,4,10.5,Credit,9.4285714
